COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,NATURE_INC_CNT,SOCIAL_INC_CNT,INC_CNT,ENTRY_P_CNT,EXIT_P_CNT,ENTRY_ADDR_CNT,EXIT_ADDR_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,自然增加人數,社會增加人數,總增加人數,遷入人口數,遷出人口數,鄉鎮區內住址變更之遷入人口數,鄉鎮區內住址變更之遷出人口數,資料時間
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,-1,-9,-10,11,22,7,5,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,-7,-27,-34,73,84,28,44,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,-12,4,-8,60,71,30,15,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,1,11,12,32,24,11,8,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,-8,11,3,32,27,15,9,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,-8,-21,-29,32,50,10,13,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,-20,30,10,70,44,12,8,107Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,-14,-16,-30,46,53,11,20,107Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土村,-2,37,35,66,28,5,6,107Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台村,-7,21,14,59,39,10,9,107Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,-6,-14,-20,40,48,19,25,107Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,-6,-5,-11,14,18,5,6,107Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,0,35,35,58,30,15,8,107Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,-6,15,9,26,11,12,12,107Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,12,20,32,94,66,27,35,107Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,8,79,87,189,119,30,21,107Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,9,43,52,155,111,44,45,107Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,-1,-10,-11,18,21,27,34,107Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,4,-26,-22,33,25,36,70,107Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,7,-84,-77,97,150,223,254,107Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,-5,5,0,27,22,46,46,107Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,-7,-4,-11,54,59,93,92,107Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,-1,-14,-15,17,21,29,39,107Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,4,52,56,52,49,185,136,107Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,0,38,38,34,8,30,18,107Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,-1,44,43,111,108,195,154,107Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,9,-16,-7,71,50,127,164,107Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,-10,29,19,26,30,72,39,107Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,2,38,40,74,74,130,92,107Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,-7,-61,-68,157,148,177,247,107Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,-9,-1,-10,24,27,35,33,107Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,13,-6,7,132,173,250,215,107Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,-10,45,35,85,91,171,120,107Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,-3,77,74,133,105,145,96,107Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,15,-54,-39,102,120,162,198,107Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,-8,24,16,78,55,50,49,107Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,-10,72,62,122,83,144,111,107Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,-10,-30,-40,98,119,126,135,107Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,-1,-19,-20,38,49,57,65,107Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,-7,-22,-29,44,46,68,88,107Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,-4,13,9,54,53,68,56,107Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,-4,-13,-17,76,76,97,110,107Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,-9,-31,-40,26,40,38,55,107Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,-7,-92,-99,126,141,190,267,107Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,-4,-4,-8,42,55,83,74,107Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,4,6,10,27,28,31,24,107Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,-21,10,-11,55,51,43,37,107Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,-8,-11,-19,58,48,37,58,107Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,-9,-15,-24,18,22,28,39,107Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,-1,1,0,17,17,25,24,107Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,-4,-103,-107,208,264,323,370,107Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,-16,-7,-23,59,62,75,79,107Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,-5,-1,-6,37,30,35,43,107Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,3,-45,-42,20,26,57,96,107Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,-9,33,24,89,84,124,96,107Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,11,33,44,134,132,190,159,107Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,-5,-25,-30,153,169,240,249,107Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,-22,-35,-57,60,67,80,108,107Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,-5,-8,-13,35,43,36,36,107Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,-5,-20,-25,274,353,441,382,107Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,-1,-11,-12,40,58,88,81,107Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,-4,-7,-11,33,36,64,68,107Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,-7,36,29,11,10,64,29,107Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,-3,-8,-11,29,35,18,20,107Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,-8,-4,-12,39,41,16,18,107Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,-7,3,-4,116,106,13,20,107Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,-4,7,3,39,37,23,18,107Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,-8,-1,-9,23,25,7,6,107Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,-16,17,1,80,61,20,22,107Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,-4,-3,-7,56,66,25,18,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,4,29,33,82,57,25,21,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,3,-5,-2,92,84,24,37,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,5,11,16,42,31,21,21,107Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,1,34,35,80,55,28,19,107Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,-16,-6,-22,37,56,52,39,108Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,7,15,22,40,47,61,39,108Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,-7,27,20,137,120,130,120,108Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,-11,10,-1,93,85,98,96,108Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,-2,-25,-27,82,112,134,129,108Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,-23,11,-12,93,94,144,132,108Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,-16,-27,-43,233,224,369,405,108Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,-7,-42,-49,94,114,154,176,108Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,-7,-14,-21,34,28,42,62,108Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,-26,-91,-117,85,105,207,278,108Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,0,48,48,149,135,239,205,108Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,4,35,39,161,157,257,226,108Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,3,-9,-6,109,65,137,190,108Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,5,10,15,31,21,34,34,108Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,-3,33,30,53,45,142,117,108Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,-4,-16,-20,21,30,26,33,108Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,-4,-11,-15,42,40,78,91,108Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,-2,-33,-35,38,51,39,59,108Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,-7,3,-4,16,10,22,25,108Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,-9,-17,-26,24,20,31,52,108Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,-9,-18,-27,16,24,24,34,108Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,-12,-5,-17,17,27,58,53,108Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,17,-30,-13,34,66,129,127,108Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,2,-10,-8,26,22,49,63,108Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,-10,3,-7,15,10,25,27,108Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,-3,-22,-25,32,36,54,72,108Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,-4,20,16,15,14,42,23,108Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,-6,-17,-23,10,25,20,22,108Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,5,9,14,45,55,62,43,108Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,-5,-25,-30,92,98,84,103,108Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,9,54,63,127,118,176,131,108Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,-8,-9,-17,119,135,157,150,108Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,-4,9,5,51,65,90,67,108Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,0,33,33,44,60,124,75,108Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,-12,21,9,56,44,62,53,108Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,-12,-40,-52,109,80,185,254,108Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,-10,-24,-34,35,37,39,61,108Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,-17,15,-2,254,297,473,415,108Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,2,11,13,169,164,241,235,108Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,-7,4,-3,70,73,137,130,108Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,-9,-39,-48,16,33,47,69,108Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,-3,7,4,41,35,40,39,108Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,1,-20,-19,27,34,41,54,108Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,-7,15,8,28,35,75,53,108Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,-3,11,8,49,59,63,42,108Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,-9,14,5,67,63,86,76,108Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,-7,-23,-30,17,36,4,8,108Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,-6,-13,-19,35,45,22,25,108Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,-14,-14,-28,38,54,38,36,108Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,-21,-54,-75,48,121,68,49,108Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,-11,-9,-20,60,76,64,57,108Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,-22,-33,-55,69,96,86,92,108Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,-15,-17,-32,22,32,21,28,108Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,-26,-26,-52,75,93,20,28,108Y
10014,臺東縣,10014030,關山鎮,10014030-001,德高里,-7,15,8,62,52,29,24,108Y
10014,臺東縣,10014030,關山鎮,10014030-002,豐泉里,-9,-6,-15,53,57,21,23,108Y
10014,臺東縣,10014030,關山鎮,10014030-003,新福里,-2,-5,-7,36,54,21,8,108Y
10014,臺東縣,10014030,關山鎮,10014030-004,中福里,-6,-27,-33,22,36,7,20,108Y
10014,臺東縣,10014030,關山鎮,10014030-005,里里,-13,-37,-50,71,112,43,39,108Y
10014,臺東縣,10014030,關山鎮,10014030-006,電光里,-1,-14,-15,14,24,4,8,108Y
10014,臺東縣,10014030,關山鎮,10014030-007,月眉里,0,-16,-16,20,33,11,14,108Y
10014,臺東縣,10014040,卑南鄉,10014040-001,嘉豐村,-7,-3,-10,19,20,6,8,108Y
10014,臺東縣,10014040,卑南鄉,10014040-002,利吉村,-5,4,-1,24,20,2,2,108Y
10014,臺東縣,10014040,卑南鄉,10014040-003,富山村,-7,-11,-18,16,27,2,2,108Y
10014,臺東縣,10014040,卑南鄉,10014040-004,富源村,-11,-6,-17,7,14,5,4,108Y
10014,臺東縣,10014040,卑南鄉,10014040-005,明峰村,-10,-15,-25,35,54,18,14,108Y
10014,臺東縣,10014040,卑南鄉,10014040-006,初鹿村,-9,-19,-28,30,49,14,14,108Y
10014,臺東縣,10014040,卑南鄉,10014040-007,美農村,-10,9,-1,70,60,9,10,108Y
10014,臺東縣,10014040,卑南鄉,10014040-008,賓朗村,-14,20,6,128,114,39,33,108Y
10014,臺東縣,10014040,卑南鄉,10014040-009,泰安村,-6,-3,-9,64,66,24,25,108Y
10014,臺東縣,10014040,卑南鄉,10014040-010,太平村,4,24,28,194,167,44,47,108Y
10014,臺東縣,10014040,卑南鄉,10014040-011,利嘉村,0,6,6,61,59,14,10,108Y
10014,臺東縣,10014040,卑南鄉,10014040-012,東興村,-17,-2,-19,46,46,9,11,108Y
10014,臺東縣,10014040,卑南鄉,10014040-013,溫泉村,-11,-38,-49,55,87,8,14,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-001,瑞和村,-3,-20,-23,15,39,8,4,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-002,瑞豐村,-7,-12,-19,55,62,16,21,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-003,瑞源村,-3,-6,-9,36,37,12,17,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-004,永安村,1,-19,-18,57,68,20,28,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-005,瑞隆村,-5,3,-2,22,26,12,5,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-006,鹿野村,-20,-22,-42,48,66,18,22,108Y
10014,臺東縣,10014050,鹿野鄉,10014050-007,龍田村,-7,-11,-18,49,71,21,10,108Y
10014,臺東縣,10014060,池上鄉,10014060-001,福文村,-12,1,-11,54,55,30,28,108Y
10014,臺東縣,10014060,池上鄉,10014060-002,慶豐村,-3,13,10,33,29,36,27,108Y
10014,臺東縣,10014060,池上鄉,10014060-003,大坡村,-9,5,-4,6,5,8,4,108Y
10014,臺東縣,10014060,池上鄉,10014060-004,大埔村,0,-1,-1,32,30,16,19,108Y
10014,臺東縣,10014060,池上鄉,10014060-005,福原村,-7,5,-2,95,90,48,48,108Y
10014,臺東縣,10014060,池上鄉,10014060-006,錦園村,-8,0,-8,9,10,6,5,108Y
10014,臺東縣,10014060,池上鄉,10014060-007,新興村,-11,-22,-33,29,40,23,34,108Y
10014,臺東縣,10014060,池上鄉,10014060-008,萬安村,-3,-6,-9,8,13,12,13,108Y
10014,臺東縣,10014060,池上鄉,10014060-009,富興村,-2,-2,-4,11,12,5,6,108Y
10014,臺東縣,10014060,池上鄉,10014060-010,振興村,-7,11,4,24,13,7,7,108Y
10014,臺東縣,10014070,東河鄉,10014070-001,北源村,-27,-13,-40,95,98,14,24,108Y
10014,臺東縣,10014070,東河鄉,10014070-002,泰源村,-11,-10,-21,40,48,29,31,108Y
10014,臺東縣,10014070,東河鄉,10014070-003,東河村,-12,-3,-15,26,37,28,20,108Y
10014,臺東縣,10014070,東河鄉,10014070-004,尚德村,0,-5,-5,6,11,1,1,108Y
10014,臺東縣,10014070,東河鄉,10014070-005,隆昌村,-16,4,-12,16,12,6,6,108Y
10014,臺東縣,10014070,東河鄉,10014070-006,興昌村,-12,-5,-17,42,46,8,9,108Y
10014,臺東縣,10014070,東河鄉,10014070-007,都蘭村,-18,-2,-20,101,108,36,31,108Y
10014,臺東縣,10014080,長濱鄉,10014080-001,樟原村,-17,-26,-43,14,39,2,3,108Y
10014,臺東縣,10014080,長濱鄉,10014080-002,三間村,-18,-4,-22,37,49,12,4,108Y
10014,臺東縣,10014080,長濱鄉,10014080-003,忠勇村,-5,-9,-14,18,20,3,10,108Y
10014,臺東縣,10014080,長濱鄉,10014080-004,長濱村,-19,-1,-20,72,66,28,35,108Y
10014,臺東縣,10014080,長濱鄉,10014080-005,竹湖村,-17,6,-11,33,36,19,10,108Y
10014,臺東縣,10014080,長濱鄉,10014080-006,寧埔村,-21,-30,-51,52,80,10,12,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-001,美和村,-6,-4,-10,56,58,14,16,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-002,三和村,-14,-21,-35,14,40,16,11,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-003,華源村,-3,-25,-28,8,29,14,18,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-004,北里村,-4,12,8,33,25,17,13,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-005,泰和村,-12,1,-11,56,51,23,27,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-006,大王村,-15,-18,-33,54,70,39,41,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-007,香蘭村,-17,7,-10,28,23,14,12,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-008,金崙村,-8,-27,-35,60,86,35,36,108Y
10014,臺東縣,10014090,太麻里鄉,10014090-009,多良村,-5,-4,-9,36,42,24,22,108Y
10014,臺東縣,10014100,大武鄉,10014100-001,大竹村,-7,-14,-21,27,40,29,30,108Y
10014,臺東縣,10014100,大武鄉,10014100-002,大鳥村,4,-39,-35,22,59,31,33,108Y
10014,臺東縣,10014100,大武鄉,10014100-003,大武村,-2,-35,-37,53,92,34,30,108Y
10014,臺東縣,10014100,大武鄉,10014100-004,尚武村,-21,-55,-76,42,97,43,43,108Y
10014,臺東縣,10014100,大武鄉,10014100-005,南興村,-8,-18,-26,15,32,13,14,108Y
10014,臺東縣,10014110,綠島鄉,10014110-001,公館村,4,-39,-35,78,118,30,29,108Y
10014,臺東縣,10014110,綠島鄉,10014110-002,中寮村,-2,-35,-37,80,103,35,47,108Y
10014,臺東縣,10014110,綠島鄉,10014110-003,南寮村,9,11,20,135,135,46,35,108Y
10014,臺東縣,10014120,海端鄉,10014120-001,廣原村,4,-14,-10,27,36,17,22,108Y
10014,臺東縣,10014120,海端鄉,10014120-002,霧鹿村,-5,-5,-10,6,12,2,1,108Y
10014,臺東縣,10014120,海端鄉,10014120-003,利稻村,-1,-10,-11,11,19,2,4,108Y
10014,臺東縣,10014120,海端鄉,10014120-004,海端村,1,-16,-15,50,65,26,27,108Y
10014,臺東縣,10014120,海端鄉,10014120-005,崁頂村,3,-3,0,25,31,19,16,108Y
10014,臺東縣,10014120,海端鄉,10014120-006,加拿村,-9,-11,-20,18,33,13,9,108Y
10014,臺東縣,10014130,延平鄉,10014130-001,武陵村,-9,-20,-29,21,41,15,15,108Y
10014,臺東縣,10014130,延平鄉,10014130-002,永康村,0,-11,-11,13,23,2,3,108Y
10014,臺東縣,10014130,延平鄉,10014130-003,紅葉村,-5,-4,-9,15,20,5,4,108Y
10014,臺東縣,10014130,延平鄉,10014130-004,鸞山村,-3,-18,-21,19,38,4,3,108Y
10014,臺東縣,10014130,延平鄉,10014130-005,桃源村,1,-19,-18,50,68,28,29,108Y
10014,臺東縣,10014140,金峰鄉,10014140-001,新興村,4,-11,-7,35,43,12,15,108Y
10014,臺東縣,10014140,金峰鄉,10014140-002,正興村,4,-8,-4,16,23,12,13,108Y
10014,臺東縣,10014140,金峰鄉,10014140-003,嘉蘭村,1,-25,-24,30,55,15,15,108Y
10014,臺東縣,10014140,金峰鄉,10014140-004,賓茂村,-1,-6,-7,15,18,3,6,108Y
10014,臺東縣,10014140,金峰鄉,10014140-005,歷坵村,3,3,6,12,16,18,11,108Y
10014,臺東縣,10014150,達仁鄉,10014150-001,台村,-4,-8,-12,30,38,10,10,108Y
10014,臺東縣,10014150,達仁鄉,10014150-002,土村,-9,8,-1,30,22,13,13,108Y
10014,臺東縣,10014150,達仁鄉,10014150-003,新化村,-3,-7,-10,5,13,4,3,108Y
10014,臺東縣,10014150,達仁鄉,10014150-004,安朔村,3,-28,-25,26,47,20,27,108Y
10014,臺東縣,10014150,達仁鄉,10014150-005,森永村,-5,-23,-28,15,40,12,10,108Y
10014,臺東縣,10014150,達仁鄉,10014150-006,南田村,1,-6,-5,6,16,8,4,108Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-001,東清村,15,-10,5,47,56,25,26,108Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-002,朗島村,-3,-12,-15,35,45,16,18,108Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-003,紅頭村,-1,2,1,90,93,20,15,108Y
10014,臺東縣,10014160,蘭嶼鄉,10014160-004,椰油村,-1,-20,-21,47,65,15,17,108Y
10014,臺東縣,10014010,臺東市,10014010-001,富岡里,-9,-4,-13,28,39,58,51,109Y
10014,臺東縣,10014010,臺東市,10014010-002,富豐里,1,13,14,44,34,27,24,109Y
10014,臺東縣,10014010,臺東市,10014010-003,岩灣里,-19,39,20,123,82,138,140,109Y
10014,臺東縣,10014010,臺東市,10014010-004,南王里,3,61,64,86,76,137,86,109Y
10014,臺東縣,10014010,臺東市,10014010-005,卑南里,-10,32,22,96,98,157,123,109Y
10014,臺東縣,10014010,臺東市,10014010-006,南榮里,-10,40,30,89,72,133,110,109Y
10014,臺東縣,10014010,臺東市,10014010-007,新生里,-19,38,19,198,257,396,299,109Y
10014,臺東縣,10014010,臺東市,10014010-008,民生里,-18,-15,-33,98,99,153,167,109Y
10014,臺東縣,10014010,臺東市,10014010-009,寶桑里,-8,-28,-36,30,39,40,59,109Y
10014,臺東縣,10014010,臺東市,10014010-010,馬蘭里,-2,-76,-78,106,98,206,290,109Y
10014,臺東縣,10014010,臺東市,10014010-011,中心里,-10,39,29,100,109,221,173,109Y
10014,臺東縣,10014010,臺東市,10014010-012,自強里,10,-16,-6,129,130,256,271,109Y
10014,臺東縣,10014010,臺東市,10014010-013,民族里,8,-77,-69,62,62,94,171,109Y
10014,臺東縣,10014010,臺東市,10014010-014,四維里,-2,-47,-49,20,33,16,50,109Y
10014,臺東縣,10014010,臺東市,10014010-015,中華里,-12,-38,-50,37,41,75,109,109Y
10014,臺東縣,10014010,臺東市,10014010-016,強國里,-4,6,2,18,16,35,31,109Y
10014,臺東縣,10014010,臺東市,10014010-017,建國里,-13,-46,-59,29,50,82,107,109Y
10014,臺東縣,10014010,臺東市,10014010-018,民權里,0,-38,-38,17,43,39,51,109Y
10014,臺東縣,10014010,臺東市,10014010-019,仁愛里,-6,-1,-7,17,15,30,33,109Y
10014,臺東縣,10014010,臺東市,10014010-020,中正里,-5,-18,-23,13,24,25,32,109Y
10014,臺東縣,10014010,臺東市,10014010-021,大同里,-5,25,20,27,16,46,32,109Y
10014,臺東縣,10014010,臺東市,10014010-022,成功里,-5,14,9,27,17,42,38,109Y
10014,臺東縣,10014010,臺東市,10014010-023,文化里,2,50,52,43,63,180,110,109Y
10014,臺東縣,10014010,臺東市,10014010-024,中山里,-1,-8,-9,24,28,54,58,109Y
10014,臺東縣,10014010,臺東市,10014010-025,復國里,1,-14,-13,10,22,25,27,109Y
10014,臺東縣,10014010,臺東市,10014010-026,興國里,3,-37,-34,21,22,53,89,109Y
10014,臺東縣,10014010,臺東市,10014010-027,復興里,-5,-32,-37,23,26,16,45,109Y
10014,臺東縣,10014010,臺東市,10014010-028,鐵花里,-2,-21,-23,6,9,6,24,109Y
10014,臺東縣,10014010,臺東市,10014010-029,新園里,-13,5,-8,49,51,46,39,109Y
10014,臺東縣,10014010,臺東市,10014010-030,豐田里,-7,109,102,110,83,168,86,109Y
10014,臺東縣,10014010,臺東市,10014010-031,豐年里,-6,32,26,153,142,175,154,109Y
10014,臺東縣,10014010,臺東市,10014010-032,光明里,-10,-4,-14,98,99,198,201,109Y
10014,臺東縣,10014010,臺東市,10014010-033,豐樂里,-5,0,-5,29,52,76,53,109Y
10014,臺東縣,10014010,臺東市,10014010-034,永樂里,-7,15,8,68,72,104,85,109Y
10014,臺東縣,10014010,臺東市,10014010-035,康樂里,-5,-5,-10,50,49,76,82,109Y
10014,臺東縣,10014010,臺東市,10014010-036,東海里,3,-56,-53,131,113,135,209,109Y
10014,臺東縣,10014010,臺東市,10014010-037,新興里,-7,-24,-31,20,33,41,52,109Y
10014,臺東縣,10014010,臺東市,10014010-038,豐榮里,-31,18,-13,284,280,409,395,109Y
10014,臺東縣,10014010,臺東市,10014010-039,豐谷里,-29,-53,-82,141,183,217,228,109Y
10014,臺東縣,10014010,臺東市,10014010-040,豐里里,-8,2,-6,57,54,90,91,109Y
10014,臺東縣,10014010,臺東市,10014010-041,豐原里,-7,10,3,34,35,61,50,109Y
10014,臺東縣,10014010,臺東市,10014010-042,建和里,-4,-12,-16,31,37,34,40,109Y
10014,臺東縣,10014010,臺東市,10014010-043,建興里,-9,9,0,20,22,31,20,109Y
10014,臺東縣,10014010,臺東市,10014010-044,建業里,-6,-21,-27,34,44,41,52,109Y
10014,臺東縣,10014010,臺東市,10014010-045,知本里,-3,2,-1,53,47,57,61,109Y
10014,臺東縣,10014010,臺東市,10014010-046,建農里,11,13,24,72,58,101,102,109Y
10014,臺東縣,10014020,成功鎮,10014020-001,博愛里,-19,10,-9,31,21,6,6,109Y
10014,臺東縣,10014020,成功鎮,10014020-002,忠孝里,-18,0,-18,24,31,19,12,109Y
10014,臺東縣,10014020,成功鎮,10014020-003,三仙里,-19,-31,-50,47,82,28,24,109Y
10014,臺東縣,10014020,成功鎮,10014020-004,三民里,-20,-17,-37,82,94,62,67,109Y
10014,臺東縣,10014020,成功鎮,10014020-005,忠智里,-18,-35,-53,54,71,45,63,109Y
10014,臺東縣,10014020,成功鎮,10014020-006,忠仁里,-16,-38,-54,38,84,70,62,109Y
10014,臺東縣,10014020,成功鎮,10014020-007,和平里,-15,11,-4,44,30,8,11,109Y
10014,臺東縣,10014020,成功鎮,10014020-008,信義里,-23,5,-18,75,77,39,32,109Y
