LCODE_C1,LCODE_C2,LCODE_C3,LCODEC_C1,LCODEC_C2,LCODEC_C3,METHOD,DATATIME,MDDI_ORG,Shape_Leng,Shape_Area,分類,area_ha
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,43.869310993299997,44.072605160599998,04水利用土地,0.004407260516060
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,1292.102469650000103,2604.578494519999822,04水利用土地,0.260457849452000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,18.953275417299999,18.585803231600000,04水利用土地,0.001858580323160
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,340.852166306000015,1109.157239849999996,04水利用土地,0.110915723985000
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,330.716440229999989,968.179604543999972,04水利用土地,0.096817960454400
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,298.653279743999974,763.194558896999979,04水利用土地,0.076319455889700
04,0401,000000,水利利用土地,河道, ,1,201809,日陞空間資訊股份有限公司,209.429723653999986,566.607228194999948,04水利用土地,0.056660722819500
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,382.973468782999987,2651.602550009999959,04水利用土地,0.265160255001000
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,119.833394361000003,443.343867396000007,04水利用土地,0.044334386739600
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,132.566082794000010,504.719885796000028,04水利用土地,0.050471988579600
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,318.996789906999993,842.585943646000032,04水利用土地,0.084258594364600
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,171.299907674999986,868.014561950000029,04水利用土地,0.086801456195000
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,870.774440516000027,10776.808519300000626,04水利用土地,1.077680851930000
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,275.764306165999983,970.856475692999993,04水利用土地,0.097085647569300
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,2110.623213180000221,18132.515392900000734,04水利用土地,1.813251539290000
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,591.618619997999986,4618.249485010000171,04水利用土地,0.461824948501000
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,363.296346357000004,2427.539178170000014,04水利用土地,0.242753917817000
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,338.028584629000022,2260.193723070000033,04水利用土地,0.226019372307000
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,111.956978876999997,426.644110361000003,04水利用土地,0.042664411036100
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,268.121385567000004,720.985427641999991,04水利用土地,0.072098542764200
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,353.228318290000004,1686.957284450000088,04水利用土地,0.168695728445000
04,0402,000000,水利利用土地,堤防, ,1,201809,日陞空間資訊股份有限公司,128.586135995000006,247.795146913999986,04水利用土地,0.024779514691400
