LCODE_C1,LCODE_C2,LCODE_C3,METHOD,DATATIME,MDDI_ORG,LCODEC_C1,LCODEC_C2,LCODEC_C3,Shape_Leng,Shape_Area,分類,area_ha
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,66.688315572099995,217.125532373999988,05建築利用土地,0.021712553237400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,43.848322494800001,119.923356850000005,05建築利用土地,0.011992335685000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,115.121176372999997,396.798547320000011,05建築利用土地,0.039679854732000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,33.472882740999999,55.189801914000000,05建築利用土地,0.005518980191400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,58.610246425600003,139.611291854000001,05建築利用土地,0.013961129185400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,74.261131437299994,256.017615189000026,05建築利用土地,0.025601761518900
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,71.385754286199997,292.083268850000024,05建築利用土地,0.029208326885000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,70.271026616300006,205.172064524000007,05建築利用土地,0.020517206452400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,511.009587211999985,4162.199759930000255,05建築利用土地,0.416219975993000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,46.115450375899997,128.249506004000011,05建築利用土地,0.012824950600400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,64.096851413500005,206.797347290999994,05建築利用土地,0.020679734729100
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,229.818097276999993,1118.619446619999962,05建築利用土地,0.111861944662000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,109.217492933000003,731.416047047999996,05建築利用土地,0.073141604704800
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,66.639188307799998,200.671094605999997,05建築利用土地,0.020067109460600
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,301.383513167999979,2467.892557659999966,05建築利用土地,0.246789255766000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,59.193447092699998,128.678649777000004,05建築利用土地,0.012867864977700
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,71.149856607100006,315.093035407000002,05建築利用土地,0.031509303540700
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,108.551106829999995,648.052735873999950,05建築利用土地,0.064805273587400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,35.437133290699997,76.144213600499995,05建築利用土地,0.007614421360050
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,72.242948850900007,302.888519493999979,05建築利用土地,0.030288851949400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,69.072030236299994,313.008974427999988,05建築利用土地,0.031300897442800
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,52.929409958500003,173.042860318000010,05建築利用土地,0.017304286031800
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,181.717877039000001,1420.817675100000088,05建築利用土地,0.142081767510000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,143.553679025000008,1170.326536230000102,05建築利用土地,0.117032653623000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,60.288463462400003,199.979605158999988,05建築利用土地,0.019997960515900
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,154.921672075999993,906.251803099999961,05建築利用土地,0.090625180310000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,64.832980430899994,235.578242821999993,05建築利用土地,0.023557824282200
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,42.339566007300000,103.808468103999999,05建築利用土地,0.010380846810400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,72.101810738400005,320.948031318999995,05建築利用土地,0.032094803131900
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,154.974839234999990,1304.672556859999986,05建築利用土地,0.130467255686000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,52.542156448199997,160.666113848999998,05建築利用土地,0.016066611384900
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,139.742026283000001,530.628284404000055,05建築利用土地,0.053062828440400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,100.721966484000006,396.252152174999992,05建築利用土地,0.039625215217500
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,105.164065671000003,522.288419541000053,05建築利用土地,0.052228841954100
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,76.366613517999994,317.378786149000007,05建築利用土地,0.031737878614900
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,109.082253938999997,597.532202009000002,05建築利用土地,0.059753220200900
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,63.194605324199998,148.109378555999996,05建築利用土地,0.014810937855600
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,144.578679111000014,982.846517894000044,05建築利用土地,0.098284651789400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,54.004735264300002,133.861997163000012,05建築利用土地,0.013386199716300
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,158.839988220999999,1215.041639569999916,05建築利用土地,0.121504163957000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,55.035199194400001,165.152832754000002,05建築利用土地,0.016515283275400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,63.219894592099998,200.399822459999996,05建築利用土地,0.020039982246000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,63.159296291099999,252.439333914999992,05建築利用土地,0.025243933391500
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,97.965463780799993,308.251883159999977,05建築利用土地,0.030825188316000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,43.120454016200000,112.672262258000003,05建築利用土地,0.011267226225800
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,105.979228621999994,313.412113069999975,05建築利用土地,0.031341211307000
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,52.094178585700000,116.700229281999995,05建築利用土地,0.011670022928200
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,92.288013142500006,265.648202213999980,05建築利用土地,0.026564820221400
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,53.806359581300001,157.592196078000001,05建築利用土地,0.015759219607800
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,73.840180980300005,337.027426122999998,05建築利用土地,0.033702742612300
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,72.905260837000000,264.928833870999995,05建築利用土地,0.026492883387100
05,0502,050200,1,202211,亞新國土科技股份有限公司,建築利用土地,純住宅,純住宅,109.650758780999993,451.329337085000020,05建築利用土地,0.045132933708500
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,122.220507612999995,849.779541097999982,05建築利用土地,0.084977954109800
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,92.067732681400003,529.821433734000038,05建築利用土地,0.052982143373400
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,40.794598782000001,83.065913825899997,05建築利用土地,0.008306591382590
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,104.329823802000007,348.735540906999972,05建築利用土地,0.034873554090700
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,48.939847150900000,143.413341607000007,05建築利用土地,0.014341334160700
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,48.066432313500002,98.533007643000005,05建築利用土地,0.009853300764300
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,55.806396726000003,178.070977868000000,05建築利用土地,0.017807097786800
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,48.554616124399999,124.415306986000004,05建築利用土地,0.012441530698600
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,98.067001545099998,542.328178920000028,05建築利用土地,0.054232817892000
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,39.572957068199997,97.681063356099997,05建築利用土地,0.009768106335610
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,52.323244216399999,162.095525404999989,05建築利用土地,0.016209552540500
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,74.740765347799993,345.298472414000003,05建築利用土地,0.034529847241400
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,51.483976403200003,104.139651599999993,05建築利用土地,0.010413965160000
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,90.203037457899995,458.034588159999998,05建築利用土地,0.045803458816000
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,29.118545296200001,44.856450742900002,05建築利用土地,0.004485645074290
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,60.263606589500000,227.421547387999993,05建築利用土地,0.022742154738800
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,78.151395588200003,332.377286347999984,05建築利用土地,0.033237728634800
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,39.233773999699999,92.161690087799997,05建築利用土地,0.009216169008780
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,57.120145651300000,194.631905764999999,05建築利用土地,0.019463190576500
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,46.550403667399998,82.799328119999998,05建築利用土地,0.008279932812000
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,34.903763497800000,60.752342990700001,05建築利用土地,0.006075234299070
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,143.505127533999996,426.477077840999982,05建築利用土地,0.042647707784100
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,44.099020548200002,116.450726993999993,05建築利用土地,0.011645072699400
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,70.122162461800002,247.962694781000010,05建築利用土地,0.024796269478100
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,75.687758089499994,294.581343182000012,05建築利用土地,0.029458134318200
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,60.020527565700000,193.349019483999996,05建築利用土地,0.019334901948400
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,28.058665509200001,48.840236795300001,05建築利用土地,0.004884023679530
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,62.295858120600002,190.975949404000005,05建築利用土地,0.019097594940400
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,78.325519229899996,199.566940649000003,05建築利用土地,0.019956694064900
05,0503,050302,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼商業使用住宅,43.876943934600000,109.290021780999993,05建築利用土地,0.010929002178100
05,0503,050303,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼其他使用住宅,64.288115856399997,226.365661998000007,05建築利用土地,0.022636566199800
05,0503,050303,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼其他使用住宅,53.548673440300000,120.082388679000005,05建築利用土地,0.012008238867900
05,0503,050303,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼其他使用住宅,47.218998805900000,84.729919288900007,05建築利用土地,0.008472991928890
05,0503,050303,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼其他使用住宅,57.237873418400000,134.692469700999993,05建築利用土地,0.013469246970100
05,0503,050303,1,202211,亞新國土科技股份有限公司,建築利用土地,混合使用住宅,兼其他使用住宅,41.615266067400000,99.804441816899995,05建築利用土地,0.009980444181690
05,0504,050400,1,202211,亞新國土科技股份有限公司,建築利用土地,製造業,製造業,550.674642252000012,8396.531470530000661,05建築利用土地,0.839653147053000
05,0504,050400,1,202211,亞新國土科技股份有限公司,建築利用土地,製造業,製造業,54.862549039800001,159.076710028999997,05建築利用土地,0.015907671002900
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,26.634660285900001,47.872211043000000,05建築利用土地,0.004787221104300
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,26.005877098599999,40.862297749299998,05建築利用土地,0.004086229774930
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,27.381146902299999,49.721148583199998,05建築利用土地,0.004972114858320
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,24.105026151699999,36.312277933399997,05建築利用土地,0.003631227793340
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,23.743354234900000,37.218705678299997,05建築利用土地,0.003721870567830
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,44.303189761600002,121.660468003000005,05建築利用土地,0.012166046800300
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,98.778708857500007,413.742876006000017,05建築利用土地,0.041374287600600
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,31.272196851400000,60.822118789900003,05建築利用土地,0.006082211878990
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,32.569509974600003,52.989303582600002,05建築利用土地,0.005298930358260
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,67.745500525099999,258.986474220999980,05建築利用土地,0.025898647422100
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,62.024964036999997,167.208842223999994,05建築利用土地,0.016720884222400
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,64.466023831300006,235.834534095999999,05建築利用土地,0.023583453409600
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,30.771848433500001,58.220156311499998,05建築利用土地,0.005822015631150
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,59.230139798499998,129.911675518000010,05建築利用土地,0.012991167551800
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,49.580311636300003,127.169729954999994,05建築利用土地,0.012716972995500
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,23.480004494900001,32.794103934200002,05建築利用土地,0.003279410393420
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,47.143322397699997,121.800424406999994,05建築利用土地,0.012180042440700
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,63.929523748500003,255.388103180999991,05建築利用土地,0.025538810318100
05,0505,050500,0,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,25.891262277799999,33.723364026399999,05建築利用土地,0.003372336402640
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,150.138137905000008,1260.255195660000027,05建築利用土地,0.126025519566000
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,40.499050700399998,77.713736024300005,05建築利用土地,0.007771373602430
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,17.665396207299999,19.452031180100001,05建築利用土地,0.001945203118010
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,66.906029651699995,211.069051857999995,05建築利用土地,0.021106905185800
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,46.639306533300001,126.388339654999996,05建築利用土地,0.012638833965500
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,30.246328327899999,55.644029620700003,05建築利用土地,0.005564402962070
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,40.079946997400000,91.161234765399996,05建築利用土地,0.009116123476540
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,57.451377986300002,164.828553424000006,05建築利用土地,0.016482855342400
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,111.189689130000005,687.582917876000010,05建築利用土地,0.068758291787600
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,21.950847227299999,30.827232534600000,05建築利用土地,0.003082723253460
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,42.983788100100000,112.199524045000004,05建築利用土地,0.011219952404500
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,36.898011735799997,71.332117679899994,05建築利用土地,0.007133211767990
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,55.586193859700003,108.023554532999995,05建築利用土地,0.010802355453300
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,43.899438694399997,114.813140634999996,05建築利用土地,0.011481314063500
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,80.462845500399993,418.397651898999982,05建築利用土地,0.041839765189900
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,58.537821372300002,185.720239746000004,05建築利用土地,0.018572023974600
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,29.396017295000000,53.176957785399999,05建築利用土地,0.005317695778540
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,57.309310026699997,159.882478326000012,05建築利用土地,0.015988247832600
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,21.744252653899999,29.515129724000001,05建築利用土地,0.002951512972400
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,90.049327822400002,424.631493848999980,05建築利用土地,0.042463149384900
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,29.154103662200001,54.001751536400000,05建築利用土地,0.005400175153640
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,62.144716015299998,224.484807813000003,05建築利用土地,0.022448480781300
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,25.045396526899999,25.589348291200000,05建築利用土地,0.002558934829120
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,47.356757343600002,80.116117408400001,05建築利用土地,0.008011611740840
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,24.950226356600002,32.157808801199998,05建築利用土地,0.003215780880120
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,51.108821499400001,160.474146608000012,05建築利用土地,0.016047414660800
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,27.918456832200000,48.622005110099998,05建築利用土地,0.004862200511010
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,29.491455395500001,49.427377473299998,05建築利用土地,0.004942737747330
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,39.742808438200001,72.463414413099997,05建築利用土地,0.007246341441310
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,23.172602408400000,33.008119436299999,05建築利用土地,0.003300811943630
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,45.911809450299998,65.430394396099999,05建築利用土地,0.006543039439610
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,42.155284576200003,108.155064938999999,05建築利用土地,0.010815506493900
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,130.852820552999987,594.191524778000030,05建築利用土地,0.059419152477800
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,57.245612051400002,116.913544920999996,05建築利用土地,0.011691354492100
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,67.949254652799993,263.110309250999990,05建築利用土地,0.026311030925100
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,26.356057279200002,39.606191119300000,05建築利用土地,0.003960619111930
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,33.409103738200002,49.872667394099999,05建築利用土地,0.004987266739410
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,74.855566245299997,269.117153723000001,05建築利用土地,0.026911715372300
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,22.931391543699998,29.532087048600001,05建築利用土地,0.002953208704860
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,21.985339144200001,29.143121393800001,05建築利用土地,0.002914312139380
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,34.930958552400000,70.823251495600005,05建築利用土地,0.007082325149560
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,33.767859622899998,39.090488226700003,05建築利用土地,0.003909048822670
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,106.781983545000003,376.693284171000016,05建築利用土地,0.037669328417100
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,89.308522159099994,408.325436867999997,05建築利用土地,0.040832543686800
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,22.606189759799999,31.844725698200001,05建築利用土地,0.003184472569820
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,73.828148280700006,223.846549086000010,05建築利用土地,0.022384654908600
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,46.887783818700001,121.995443445000006,05建築利用土地,0.012199544344500
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,70.035396829299998,247.423452169000001,05建築利用土地,0.024742345216900
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,56.360284214600000,186.448613275000014,05建築利用土地,0.018644861327500
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,57.597497961499997,140.886162979999995,05建築利用土地,0.014088616298000
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,138.656866404999988,346.900675427000010,05建築利用土地,0.034690067542700
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,102.552483537000001,250.696206243000006,05建築利用土地,0.025069620624300
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,30.160560117700001,56.646079147499997,05建築利用土地,0.005664607914750
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,40.549641792899997,71.050258910099998,05建築利用土地,0.007105025891010
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,82.697999380699997,362.204693319999990,05建築利用土地,0.036220469332000
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,190.096948838000003,590.496387174000006,05建築利用土地,0.059049638717400
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,134.893611004000007,421.086319149000019,05建築利用土地,0.042108631914900
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,31.756014811000000,59.928459261999997,05建築利用土地,0.005992845926200
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,39.373278649900001,93.239069701299996,05建築利用土地,0.009323906970130
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,31.177558348200002,58.296916582300000,05建築利用土地,0.005829691658230
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,32.219928327799998,43.245340158300003,05建築利用土地,0.004324534015830
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,31.718033079100000,53.013280005600002,05建築利用土地,0.005301328000560
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,102.750928844000001,542.837828331999958,05建築利用土地,0.054283782833200
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,25.995508718400000,41.852808335500001,05建築利用土地,0.004185280833550
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,28.521471734100000,41.989396747500003,05建築利用土地,0.004198939674750
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,49.907151838799997,101.889661274000005,05建築利用土地,0.010188966127400
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,34.221544903199998,78.081815795699995,05建築利用土地,0.007808181579570
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,70.201494396499996,247.257851805000001,05建築利用土地,0.024725785180500
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,84.640671198400000,351.810281732000021,05建築利用土地,0.035181028173200
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,21.270708891599998,27.711236106400001,05建築利用土地,0.002771123610640
05,0505,050500,1,202211,亞新國土科技股份有限公司,建築利用土地,倉儲,倉儲,54.756818797299999,184.823973862999992,05建築利用土地,0.018482397386300
